T17,Employment by economic activity,,,,,,,
Region/Country/Area,,Year,Series,Department,Gender,Value,Footnotes,Source
512,Oman,2015,Unemployment rate ,,Male and Female,3.63,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2015,Labour force participation,,Male,88.29,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2015,Unemployment rate ,,Male,2.17,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2015,Labour force participation,,Female,30.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2015,Unemployment rate ,,Female,13.21,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2020,Labour force participation,,Male and Female,72.72,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2020,Unemployment rate ,,Male and Female,2.55,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2020,Labour force participation,,Male,90.39,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2020,Unemployment rate ,,Male,1.11,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2020,Labour force participation,,Female,30.98,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
512,Oman,2020,Unemployment rate ,,Female,12.43,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2005,Labour force participation,,Male and Female,51.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2005,Unemployment rate ,,Male and Female,0.61,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2005,Labour force participation,,Male,82.38,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2005,Unemployment rate ,,Male,0.66,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2005,Labour force participation,,Female,18.38,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2005,Unemployment rate ,,Female,0.37,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2010,Labour force participation,,Male and Female,51.55,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2010,Unemployment rate ,,Male and Female,0.65,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2010,Labour force participation,,Male,79.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2010,Unemployment rate ,,Male,0.66,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2010,Labour force participation,,Female,21.72,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2010,Unemployment rate ,,Female,0.64,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2015,Labour force participation,,Male and Female,53.03,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2015,Unemployment rate ,,Male and Female,3.57,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2015,Labour force participation,,Male,80.83,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2015,Unemployment rate ,,Male,2.83,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2015,Labour force participation,,Female,23.86,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2015,Unemployment rate ,,Female,6.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2020,Labour force participation,,Male and Female,52.69,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2020,Unemployment rate ,,Male and Female,4.45,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2020,Labour force participation,,Male,81.72,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2020,Unemployment rate ,,Male,4.22,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2020,Labour force participation,,Female,22.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
586,Pakistan,2020,Unemployment rate ,,Female,5.31,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
585,Palau,2005,Labour force participation,,Male and Female,67.5,Population aged 16 years and over.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
585,Palau,2005,Unemployment rate ,,Male and Female,4.2,Population aged 16 years and over.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
585,Palau,2005,Labour force participation,,Male,75.4,Population aged 16 years and over.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
585,Palau,2005,Unemployment rate ,,Male,3.7,Population aged 16 years and over.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
585,Palau,2005,Labour force participation,,Female,58.1,Population aged 16 years and over.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
585,Palau,2005,Unemployment rate ,,Female,4.9,Population aged 16 years and over.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2005,Labour force participation,,Male and Female,64.55,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2005,Unemployment rate ,,Male and Female,3.68,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2005,Labour force participation,,Male,81.11,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2005,Unemployment rate ,,Male,2.93,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2005,Labour force participation,,Female,47.95,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2005,Unemployment rate ,,Female,4.94,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2010,Labour force participation,,Male and Female,63.52,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2010,Unemployment rate ,,Male and Female,3.71,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2010,Labour force participation,,Male,80,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2010,Unemployment rate ,,Male,2.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2010,Labour force participation,,Female,47.09,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2010,Unemployment rate ,,Female,5.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2015,Labour force participation,,Male and Female,64.89,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2015,Unemployment rate ,,Male and Female,3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2015,Labour force participation,,Male,79.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2015,Unemployment rate ,,Male,2.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2015,Labour force participation,,Female,50.71,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2015,Unemployment rate ,,Female,3.93,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2020,Labour force participation,,Male and Female,66.54,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2020,Unemployment rate ,,Male and Female,3.83,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2020,Labour force participation,,Male,79.82,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2020,Unemployment rate ,,Male,3.05,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2020,Labour force participation,,Female,53.44,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
591,Panama,2020,Unemployment rate ,,Female,4.97,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2005,Labour force participation,,Male and Female,61.08,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2005,Unemployment rate ,,Male and Female,2.41,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2005,Labour force participation,,Male,62.49,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2005,Unemployment rate ,,Male,3.17,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2005,Labour force participation,,Female,59.63,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2005,Unemployment rate ,,Female,1.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2010,Labour force participation,,Male and Female,48.27,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2010,Unemployment rate ,,Male and Female,2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2010,Labour force participation,,Male,49.32,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2010,Unemployment rate ,,Male,2.68,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2010,Labour force participation,,Female,47.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2010,Unemployment rate ,,Female,1.28,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2015,Labour force participation,,Male and Female,47.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2015,Unemployment rate ,,Male and Female,2.57,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2015,Labour force participation,,Male,48.19,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2015,Unemployment rate ,,Male,3.65,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2015,Labour force participation,,Female,46.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2015,Unemployment rate ,,Female,1.43,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2020,Labour force participation,,Male and Female,46.99,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2020,Unemployment rate ,,Male and Female,2.49,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2020,Labour force participation,,Male,47.91,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2020,Unemployment rate ,,Male,3.49,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2020,Labour force participation,,Female,46.05,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
598,Papua New Guinea,2020,Unemployment rate ,,Female,1.41,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2005,Labour force participation,,Male and Female,70.88,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2005,Unemployment rate ,,Male and Female,4.83,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2005,Labour force participation,,Male,85.34,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2005,Unemployment rate ,,Male,3.89,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2005,Labour force participation,,Female,56.05,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2005,Unemployment rate ,,Female,6.28,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2010,Labour force participation,,Male and Female,69.02,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2010,Unemployment rate ,,Male and Female,4.57,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2010,Labour force participation,,Male,83.75,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2010,Unemployment rate ,,Male,3.63,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2010,Labour force participation,,Female,53.85,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2010,Unemployment rate ,,Female,6.07,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2015,Labour force participation,,Male and Female,69.64,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2015,Unemployment rate ,,Male and Female,4.56,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2015,Labour force participation,,Male,82.92,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2015,Unemployment rate ,,Male,4.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2015,Labour force participation,,Female,55.94,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2015,Unemployment rate ,,Female,4.95,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2020,Labour force participation,,Male and Female,72.15,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2020,Unemployment rate ,,Male and Female,4.84,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2020,Labour force participation,,Male,84.54,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2020,Unemployment rate ,,Male,4.14,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2020,Labour force participation,,Female,59.41,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
600,Paraguay,2020,Unemployment rate ,,Female,5.86,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2005,Labour force participation,,Male and Female,72.66,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2005,Unemployment rate ,,Male and Female,4.86,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2005,Labour force participation,,Male,81.44,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2005,Unemployment rate ,,Male,4.85,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2005,Labour force participation,,Female,64.12,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2005,Unemployment rate ,,Female,4.87,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2010,Labour force participation,,Male and Female,78.89,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2010,Unemployment rate ,,Male and Female,3.48,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2010,Labour force participation,,Male,85.89,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2010,Unemployment rate ,,Male,3.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2010,Labour force participation,,Female,72.07,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2010,Unemployment rate ,,Female,3.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2015,Labour force participation,,Male and Female,75.68,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2015,Unemployment rate ,,Male and Female,3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2015,Labour force participation,,Male,83.77,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2015,Unemployment rate ,,Male,3.03,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2015,Labour force participation,,Female,67.86,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2015,Unemployment rate ,,Female,2.96,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2020,Labour force participation,,Male and Female,77.95,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2020,Unemployment rate ,,Male and Female,3.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2020,Labour force participation,,Male,85.46,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2020,Unemployment rate ,,Male,3.03,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2020,Labour force participation,,Female,70.58,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
604,Peru,2020,Unemployment rate ,,Female,3.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
608,Philippines,2005,Labour force participation,,Male and Female,61.89,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
608,Philippines,2005,Unemployment rate ,,Male and Female,3.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
608,Philippines,2005,Labour force participation,,Male,76.39,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
608,Philippines,2005,Unemployment rate ,,Male,3.54,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
608,Philippines,2005,Labour force participation,,Female,47.55,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
608,Philippines,2005,Unemployment rate ,,Female,4.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
608,Philippines,2010,Labour force participation,,Male and Female,62.19,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
608,Philippines,2010,Unemployment rate ,,Male and Female,3.61,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
