T17,Employment by economic activity,,,,,,,
Region/Country/Area,,Year,Series,Department,Gender,Value,Footnotes,Source
404,Kenya,2010,Employment by industry,Agriculture,Female,67.132,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2010,Employment by industry,Industry,Female,1.843,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2010,Employment by industry,Services,Female,31.025,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2015,Employment by industry,Agriculture,Male and Female,57.326,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2015,Employment by industry,Industry,Male and Female,6.717,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2015,Employment by industry,Services,Male and Female,35.957,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2015,Employment by industry,Agriculture,Male,51.302,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2015,Employment by industry,Industry,Male,11.256,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2015,Employment by industry,Services,Male,37.442,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2015,Employment by industry,Agriculture,Female,63.753,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2015,Employment by industry,Industry,Female,1.875,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2015,Employment by industry,Services,Female,34.372,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2020,Employment by industry,Agriculture,Male and Female,53.815,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2020,Employment by industry,Industry,Male and Female,7.438,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2020,Employment by industry,Services,Male and Female,38.748,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2020,Employment by industry,Agriculture,Male,48.038,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2020,Employment by industry,Industry,Male,12.627,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2020,Employment by industry,Services,Male,39.335,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2020,Employment by industry,Agriculture,Female,59.837,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2020,Employment by industry,Industry,Female,2.027,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
404,Kenya,2020,Employment by industry,Services,Female,38.136,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2005,Employment by industry,Agriculture,Male and Female,7.1,Data classified according to ISIC Rev. 2.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2005,Employment by industry,Industry,Male and Female,8.4,Data classified according to ISIC Rev. 2.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2005,Employment by industry,Services,Male and Female,81.1,Data classified according to ISIC Rev. 2.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2005,Employment by industry,Agriculture,Male,8.7,Data classified according to ISIC Rev. 2.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2005,Employment by industry,Industry,Male,10.9,Data classified according to ISIC Rev. 2.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2005,Employment by industry,Services,Male,77.3,Data classified according to ISIC Rev. 2.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2005,Employment by industry,Agriculture,Female,4.7,Data classified according to ISIC Rev. 2.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2005,Employment by industry,Industry,Female,4.5,Data classified according to ISIC Rev. 2.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2005,Employment by industry,Services,Female,87.8,Data classified according to ISIC Rev. 2.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2010,Employment by industry,Agriculture,Male and Female,22.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2010,Employment by industry,Industry,Male and Female,16.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2010,Employment by industry,Services,Male and Female,61.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2010,Employment by industry,Agriculture,Male,32.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2010,Employment by industry,Industry,Male,9.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2010,Employment by industry,Services,Male,58.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2010,Employment by industry,Agriculture,Female,9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2010,Employment by industry,Industry,Female,25.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
296,Kiribati,2010,Employment by industry,Services,Female,65.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
412,Kosovo,2012,Employment by industry,Agriculture,Male and Female,4.6,Population aged 15 to 64 years.;Civilians only.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
412,Kosovo,2012,Employment by industry,Industry,Male and Female,28.4,Population aged 15 to 64 years.;Civilians only.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
412,Kosovo,2012,Employment by industry,Services,Male and Female,67.1,Population aged 15 to 64 years.;Civilians only.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
412,Kosovo,2012,Employment by industry,Agriculture,Male,4.3,Population aged 15 to 64 years.;Civilians only.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
412,Kosovo,2012,Employment by industry,Industry,Male,33.3,Population aged 15 to 64 years.;Civilians only.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
412,Kosovo,2012,Employment by industry,Services,Male,62.3,Population aged 15 to 64 years.;Civilians only.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
412,Kosovo,2012,Employment by industry,Agriculture,Female,5.4,Population aged 15 to 64 years.;Civilians only.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
412,Kosovo,2012,Employment by industry,Industry,Female,10.1,Population aged 15 to 64 years.;Civilians only.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
412,Kosovo,2012,Employment by industry,Services,Female,84.7,Population aged 15 to 64 years.;Civilians only.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2005,Employment by industry,Agriculture,Male and Female,2.708,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2005,Employment by industry,Industry,Male and Female,20.695,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2005,Employment by industry,Services,Male and Female,76.598,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2005,Employment by industry,Agriculture,Male,3.524,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2005,Employment by industry,Industry,Male,26.378,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2005,Employment by industry,Services,Male,70.099,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2005,Employment by industry,Agriculture,Female,0.048,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2005,Employment by industry,Industry,Female,2.174,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2005,Employment by industry,Services,Female,97.778,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2010,Employment by industry,Agriculture,Male and Female,2.497,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2010,Employment by industry,Industry,Male and Female,24.535,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2010,Employment by industry,Services,Male and Female,72.969,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2010,Employment by industry,Agriculture,Male,3.387,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2010,Employment by industry,Industry,Male,32.134,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2010,Employment by industry,Services,Male,64.479,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2010,Employment by industry,Agriculture,Female,0.046,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2010,Employment by industry,Industry,Female,3.615,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2010,Employment by industry,Services,Female,96.339,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2015,Employment by industry,Agriculture,Male and Female,2.227,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2015,Employment by industry,Industry,Male and Female,24.813,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2015,Employment by industry,Services,Male and Female,72.96,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2015,Employment by industry,Agriculture,Male,3.012,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2015,Employment by industry,Industry,Male,32.443,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2015,Employment by industry,Services,Male,64.545,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2015,Employment by industry,Agriculture,Female,0.038,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2015,Employment by industry,Industry,Female,3.543,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2015,Employment by industry,Services,Female,96.419,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2020,Employment by industry,Agriculture,Male and Female,1.959,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2020,Employment by industry,Industry,Male and Female,24.38,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2020,Employment by industry,Services,Male and Female,73.661,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2020,Employment by industry,Agriculture,Male,2.564,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2020,Employment by industry,Industry,Male,30.98,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2020,Employment by industry,Services,Male,66.456,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2020,Employment by industry,Agriculture,Female,0.028,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2020,Employment by industry,Industry,Female,3.309,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
414,Kuwait,2020,Employment by industry,Services,Female,96.663,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2005,Employment by industry,Agriculture,Male and Female,38.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2005,Employment by industry,Industry,Male and Female,17.58,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2005,Employment by industry,Services,Male and Female,43.92,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2005,Employment by industry,Agriculture,Male,39.343,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2005,Employment by industry,Industry,Male,22.899,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2005,Employment by industry,Services,Male,37.758,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2005,Employment by industry,Agriculture,Female,37.34,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2005,Employment by industry,Industry,Female,10.263,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2005,Employment by industry,Services,Female,52.397,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2010,Employment by industry,Agriculture,Male and Female,32.338,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2010,Employment by industry,Industry,Male and Female,20.981,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2010,Employment by industry,Services,Male and Female,46.681,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2010,Employment by industry,Agriculture,Male,32.711,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2010,Employment by industry,Industry,Male,27.885,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2010,Employment by industry,Services,Male,39.404,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2010,Employment by industry,Agriculture,Female,31.803,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2010,Employment by industry,Industry,Female,11.099,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2010,Employment by industry,Services,Female,57.099,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2015,Employment by industry,Agriculture,Male and Female,29.31,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2015,Employment by industry,Industry,Male and Female,20.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2015,Employment by industry,Services,Male and Female,49.79,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2015,Employment by industry,Agriculture,Male,27.524,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2015,Employment by industry,Industry,Male,27.744,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2015,Employment by industry,Services,Male,44.732,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2015,Employment by industry,Agriculture,Female,31.949,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2015,Employment by industry,Industry,Female,10.785,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2015,Employment by industry,Services,Female,57.266,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2020,Employment by industry,Agriculture,Male and Female,20.382,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2020,Employment by industry,Industry,Male and Female,24.731,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2020,Employment by industry,Services,Male and Female,54.887,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2020,Employment by industry,Agriculture,Male,21.036,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2020,Employment by industry,Industry,Male,30.815,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2020,Employment by industry,Services,Male,48.149,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2020,Employment by industry,Agriculture,Female,19.307,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2020,Employment by industry,Industry,Female,14.722,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
417,Kyrgyzstan,2020,Employment by industry,Services,Female,65.971,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Employment by industry,Agriculture,Male and Female,77.311,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Employment by industry,Industry,Male and Female,5.995,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Employment by industry,Services,Male and Female,16.695,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Employment by industry,Agriculture,Male,74.279,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Employment by industry,Industry,Male,7.168,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Employment by industry,Services,Male,18.553,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Employment by industry,Agriculture,Female,80.267,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Employment by industry,Industry,Female,4.85,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Employment by industry,Services,Female,14.883,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Employment by industry,Agriculture,Male and Female,71.461,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Employment by industry,Industry,Male and Female,8.318,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Employment by industry,Services,Male and Female,20.221,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Employment by industry,Agriculture,Male,69.32,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Employment by industry,Industry,Male,9.959,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Employment by industry,Services,Male,20.72,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Employment by industry,Agriculture,Female,73.579,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Employment by industry,Industry,Female,6.694,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Employment by industry,Services,Female,19.727,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
